C: Phosphatase	C: Kinase	N: NumberPSM	T: Index	T: Gene	4Hr-AGB1.01	4Hr-AGB1.02	4Hr-AGB1.03	4Hr-AGB1.04	4Hr-AGB1.05	24Hr-AGB1.01	24Hr-AGB1.02	24Hr-AGB1.03	24Hr-AGB1.04	24Hr-AGB1.05	4Hr-Cis.01	4Hr-Cis.02	4Hr-Cis.03	24Hr-Cis.01	24Hr-Cis.02	24Hr-Cis.03
		6	P0CJ78	ZNF865	321531.3757	341044.3887	322960.903	348838.5609	296855.2289	115161.583	140255.7119	132542.9124	136619.1315	143560.5669	318293.9038	319354.6651	348596.8482	148067.9633	111686.8649	149056.5244
		1	P0DI83	RAB34	149015.2029	146384.1676	128909.5838	143292.145	139373.8137	114779.0649	75129.92283	105984.9581	103401.6728	125315.0358	125193.4883	180582.6797	137455.0132	101350.9439	119239.2764	101618.2501
		2	P0DJ93	SMIM13	691418.6533	691514.5109	645877.0356	584198.853	645205.8528	151346.942	161346.1917	107859.9691	148664.4322	144649.3184	569841.0389	583955.942	573089.1273	136685.4356	159378.7763	189770.9978
		1	P0DJD0	RGPD1	8759.907983	11061.04445	10279.62489	10819.15346	12176.39968	8706.637845	8975.023493	8923.537337	8695.178928	8381.542152	10136.69691	11019.72041	10987.68625	7964.124174	9051.241653	8665.696533
		18	P0DMM9	SULT1A3	26749340.74	30741836.12	33175157.98	25682814.93	29037219.97	21533806.06	21538284.36	21395439.81	23929717.01	24071121.09	30540069.3	28141580.1	29025146.24	24353064.65	24049440.58	23486037.65
		99	P0DMV8	HSPA1A	289041218.3	302068394.2	297455785.9	272862709	286309440.4	370089765.8	371657891.4	382848934.2	365222397.2	378180569.4	283367684.4	282720254	284312049	375386102.8	380468032.4	361595128.3
		46	P0DP23	CALM1	315179836.3	320600181.2	272692541.4	383725659.7	352586012.1	525057433.5	524693617.5	487828904	463630424	457120728.6	404453891.2	269031525.7	333312458	510451977.4	539257838	499219829.6
		2	P0DPB5	POLR1D	707661.5458	716943.5479	675408.1207	668746.5416	652808.3567	601122.7102	714413.5905	703699.5184	716993.2443	689599.881	612690.9432	698741.8378	625261.43	704919.9939	668468.4756	694492.698
		8	P0DPB6	POLR1D	1619368.625	1758970.675	1686849.696	1803790.054	1720146.488	2215037.972	1982239.702	2148502.463	1994644.208	2109836.833	1798920.5	1896358.111	1890059.21	2123039.82	2211509.486	1924430.314
		4	P0DPD7	EEF1AKMT4	4887278.88	4407716.489	5626865.312	4968572.549	4517521.385	3202794.937	2975911.103	2840670.368	3551507.251	3759996.791	4334397.392	4198085.154	4549258.551	3193705.824	3513067.826	3566308.311
		1	P0DPF3	NBPF9	23309.00822	19581.45028	16919.50804	17695.56248	16821.28152	21675.83575	20522.23162	27273.26875	23313.8557	21957.1015	24371.37453	20854.91772	11822.93006	31667.1629	22357.94546	20287.45114
		1	P10070	GLI2	72284.56503	75213.2908	70855.88195	78668.58424	78228.13769	84854.29118	92041.69938	88139.43328	82094.61665	85385.29436	63510.1695	70410.35519	71269.63918	82608.35027	90285.08154	88801.72
		7	P10109	FDX1	10977148.48	10197413.97	9295493.31	8673001.931	10562148.54	2424910.383	4214996.493	3887469.7	3513067.826	4070289.558	10153684.49	8674805.618	9586681.025	4218503.887	4504389.02	5467689.93
		4	P10114	RAP2A	373357.9693	345781.2224	405235.2081	336675.6834	347198.2138	429321.828	476131.3176	460135.7421	449979.5775	435737.5747	328537.8355	359865.9307	335092.5299	431439.8764	457496.1256	461829.2424
		1	P10124	SRGN	17931.39365	26324.16227	13024.13556	23510.21317	31030.51456	18805.92958	23091.91181	31496.41486	22242.01695	29990.12677	19384.28633	18777.27382	20775.56368	19287.78695	18610.12338	22739.29649
		29	P10155	RO60	14322698.53	12751821.47	12761547.95	13702159.99	13960042.52	12823617.83	13110323.96	13387655.53	12977417.68	13410874.68	13113050.46	13240001.96	14121597.83	13722119.5	13371889.48	13728779.13
		3	P10176	COX8A	3179128.719	2715902.015	3202794.937	2989349.191	3220604.336	1080449.341	1308425.182	1154150.555	1552218.259	1283098.059	3868116.994	2833787.212	3289643.919	1412089.401	1353909.616	1652936.647
		2	P10244	MYBL2	149688.0992	168594.7399	134076.791	164155.0947	129617.4112	63325.54641	54554.09979	56729.0467	64813.19798	57608.73666	130302.0269	145463.735	131008.4189	80539.00341	76751.11027	53161.71403
		27	P10253	GAA	10708106.08	10874155.29	10587803.58	9939211.683	10778103.43	10614992.38	10511024.8	10641513.36	11274811.67	11794410.69	11003048.84	11007625.83	11097258.68	12097453.01	11542080.8	11981456.82
		4	P10275	AR	512609.2547	450572.5818	508927.2798	590100.0275	543756.0416	612011.8239	622148.7366	615073.8009	600664.5517	554719.9169	519548.894	602749.908	585455.5036	592353.9651	589078.3475	557649.8468
		21	P10301	RRAS	16164213.76	14932992.83	14594283.01	14766248.43	15056676.3	15214040.34	15473540.48	15379443.87	14752948.68	14865864.22	15048329.42	14903005.77	15147748.11	14570024.83	14882360.13	14544798.76
		2	P10321	HLA-C	1747910.64	1732351.192	1576506.841	1768996.791	1612536.069	1776738.585	1639131.308	1928436.218	1716097.392	1508099.306	1768751.573	1791702.901	1561174.097	1821505.6	1376621.007	1426155.635
		6	P10412	H1-4	27211251.98	37562766.87	31255353.85	31494574.84	26995208.05	23132213.71	22964467.58	22143807.95	24069452.67	21422150.81	26640170.87	28347142.94	27896871.42	21990849.49	20701041.24	23603541.44
		8	P10451	SPP1	1031276.671	1007466.195	1022734.328	1082998.64	1124537.234	567358.0668	690030.21	746457.1914	675501.7586	702286.4138	1088190.72	1159201.551	1140630.433	799367.8366	661921.2218	749516.1297
		28	P10515	DLAT	32429422.57	27215024.52	28122080.61	31729028.22	33794848.24	37207754.75	36361288.8	35915418.73	36032614.48	38922471.89	31261853.9	30295496.21	27467075.98	36449608.93	41061983.99	39864465.78
		2	P10523	SAG	4314912.879	4788359.367	4294920.511	4051430.608	4659358.798	950745.711	1535737.276	1183558.84	1236816.465	1147688.742	4321797.365	4083854.398	5040376.249	1362476.58	1217761.351	1667320.475
		10	P10588	NR2F6	2362528.005	1945352.276	2114082.138	1905713.746	1876223.156	2126427.151	2094537.089	2091635.455	1998934.82	2225657.242	1765444.454	2048874.235	2112178.015	1934326.633	2107498.246	2125837.662
		1	P10589	NR2F1	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	19338.65716	24226.52731	#VALUE!	#VALUE!	#VALUE!	30004.6816	#VALUE!	41158.42056	22666.90823	43204.68074	45368.39494
		45	P10599	TXN	185032057	166852724.1	190616795.3	196533499.1	189391980.2	357111660.2	344612549.7	372096092.6	369449004.4	347635457.9	201778889	216711429	208085327.4	369167421	361019118.7	373413798.9
		15	P10606	COX5B	67127473.11	59077277.21	55094310.27	69915064.08	71676656.21	59052712.77	58364994.12	57713280.41	65391509.9	64152404.31	69978092.33	56887170.93	55708726.48	60536419	63370145.84	58779102.71
		14	P10619	CTSA	5837826.889	5247504.253	5660115.256	6221797.458	5023286.048	5781049.521	6480168.965	6249459.546	6479719.81	5950172.239	6396272.622	6095022.01	6623213.804	7006196.399	6546080.894	6402482.616
		16	P10620	MGST1	112886678	112246871.9	107234954.1	115027215.3	117257096.7	154218435.9	140763690.2	154732391.5	138768030.9	148831019	121678581.6	116527885.8	120846462.4	152095265.1	150292731.7	151821408.5
		2	P10636	MAPT	409896.4586	431529.6011	322647.6518	419729.4015	390916.2414	474549.8104	473465.5725	478513.4663	457496.1256	509951.3171	493024.5632	437705.2006	397446.1838	423499.2826	529327.1029	469771.609
		1	P10643	C7	258642.5301	83976.6141	92233.29385	190561.8766	86607.23923	179633.8861	123606.9211	119255.8076	144669.3725	155321.7132	137817.5414	82556.83257	113851.9914	146374.0214	173154.4573	114540.6365
		26	P10644	PRKAR1A	23246335.9	23546348.3	26885034.74	23736436.06	24483390.11	29448687.5	27375841.95	29444605.32	29324435.49	28469227.28	24563281.96	25367886.64	26093732.7	30707761.24	28018958.61	26803164.39
		8	P10646	TFPI	628781.8288	657576.8572	819111.3162	737815.2075	792471.7602	845004.7936	802365.4728	826067.4158	838877.136	966359.1871	804258.6378	818713.9773	843132.5901	838818.9915	778911.5578	799700.3535
		8	P10746	UROS	3487834.127	3410850.284	3331175.656	3022896.179	3390108.461	2762034.673	2916486.57	2832608.918	3060423.764	3221720.706	3386585.526	3365757.955	3434336.566	2960891.102	2789548.105	2812067.901
		20	P10768	ESD	28776743.42	29047285.24	27495648.92	28924726.86	29009055.74	32011789.68	32384496.99	31700450.34	32314985.31	32514952.94	28860640.86	30009168.31	27958817.34	31914307.33	31667507.86	33338826.78
		210	P10809	HSPD1	544101287	520780431.9	549749825.4	515179519.3	574367947	703073365	725499812.2	717995718.4	709683242.5	707865489.2	539818807.2	573969963.5	564696324.4	716007768.7	726455910.2	689368434.6
		1	P10826	RARB	136837.1086	175608.1163	156055.5347	129375.0595	140032.289	137045.934	134039.6222	134990.6539	151893.436	134654.2276	176547.8835	153215.2102	152093.6083	157402.6168	159456.1261	140177.9592
		16	P10909	CLU	5507247.442	5459736.9	4909007.704	5667967.283	5096940.213	5949759.819	5505720.721	5404763.277	6029053.079	5931641.602	5740718.965	5521007.001	5132392.236	5658938.39	6118302.468	5815210.561
		107	P11021	HSPA5	227280709.6	218294418.2	227532911.8	208532932.8	219371368.2	257893469.5	252726200.9	253287387.7	253955415.8	263622816.5	212031004.6	228497002.7	221096355	253867416.8	258896460.4	244032828.8
		39	P11047	LAMC1	4203908.972	4179503.099	4782388.824	4451623.037	4686241.912	5163793.937	5150210.611	5120310.967	4971673.072	4589482.319	4520653.778	4317006.996	4646780.284	4857895.415	4542326.565	4389119.137
		35	P11137	MAP2	4037413.723	3694890.041	3576953.666	3522821.634	3412742.186	2838308.547	2960891.102	2865389.836	2828684.808	2731193.312	3705148.666	3804564.789	3783526.187	2723820.118	2638524.593	2701632.483
		197	P11142	HSPA8	652544025.9	705416460.6	691713800.9	638893402.1	672658960.6	711061941.8	681529091.6	702634901.8	684559167.3	691809699.4	661561482.8	668383093.3	659866986.6	698701017.3	673872307.9	642535088.3
		6	P11166	SLC2A1	20814708.23	17900542.81	16261984.63	17727674.97	18654236.79	21285977.39	19730169.3	19580306.33	19689184.2	17807726.44	16798161.41	20101502.43	17320773.23	21682082.59	19554536.44	20291891.28
		4	P11169	SLC2A3	8143400.915	9591333.64	7926211.316	9924754.601	9573400.27	10679198.22	10799790.57	11194602.77	9436366.356	8903246.075	9490153.554	8121416.799	10356979.63	9647341.462	8510426.478	8698287.72
		15	P11171	EPB41	2187573.409	1957661.637	2250789.956	2154915.697	2117601.953	1946026.601	2043059.798	1767771.04	2011722.666	1990086.902	2177890.516	2146864.936	2329679.399	1990224.849	2065414.63	1969502.749
		36	P11172	UMPS	20878286.82	21674569.45	21263857.42	20079221.51	21209393.05	23104971.91	23680562.26	23705196.23	23357782.81	22810583.25	20921747.17	20879734.05	20668065.14	23210914.02	22832729.52	23479526.84
		47	P11177	PDHB	70455060.63	67141433.32	69331132.94	63024087.97	71592245.75	85374388.25	86434264.08	90442654.49	88538402.05	93950662.55	66451572.32	68823598.94	67341849.1	90142242.18	89043070.09	92477560.17
		13	P11182	DBT	3175604.907	2581360.134	2954945.313	3051104.157	2917295.304	2355823.46	2421718.927	2229517.356	2290450.573	2344258.121	2858248.656	3211242.088	3358999.15	2434678.76	2405657.79	2500525.696
		113	P11216	PYGB	84327508.84	78115201.85	75789780.89	80411583.24	82277806.68	68182586.82	65350729.28	66622215.71	66807188.03	68594996	78484259.18	79392533.55	80595726.07	70508800.41	74467108.29	71344555.4
		16	P11233	RALA	18127793.55	18001327.93	19837130.3	15017069.81	17931588.98	19919802.39	16957263.08	20781551.06	18609036.18	19764388.72	16848303.57	15498228.67	17360437.86	17344801.57	19234593.44	19795923
		6	P11234	RALB	8171106.357	7090225.099	7591744.455	7879103.196	8476281.088	3407778.181	3998701.061	3538729.363	4193431.91	3478900.533	7944362.37	7646669.026	7457703.451	4665822.52	4526611.309	4153511.16
		3	P11277	SPTB	243455.7417	333262.624	231347.182	206860.6916	244877.3819	171934.5553	220665.2609	261327.6042	212322.833	293723.6688	240804.0281	203137.9131	335162.2177	174503.9297	214378.396	176291.0857
		14	P11279	LAMP1	19265282.43	19683725.95	21070190.18	19180008.18	19282650.03	18982938.52	18442105	19852261.12	19177349.45	18328685.67	19474730.12	19534215.75	20393414.32	19841255.74	18997417.81	19823385.01
		23	P11310	ACADM	14785708.09	16291318.12	16259730.39	14666283.54	15811818.89	17101268.42	19180008.18	18075096.33	19055445.48	19542341.49	15648271.82	16573787.57	16589878.68	20134970.18	18585832.82	19550470.61
		54	P11387	TOP1	37510729.9	39340173.92	38421220.15	40116711.15	39432996.26	44862292.21	44604935	44753587.52	44290685.79	41658281.78	38397259.22	37554956.73	40345376.02	42471743.56	42978148.59	42146222.66
		117	P11388	TOP2A	35796122.88	40897235.79	36263127.01	40465806.12	36157710.66	36293302.38	34485821.54	35873122.72	34711250.39	32274692.18	34349838.97	33999259.75	33855807.65	33322654.61	32065087.32	34569586.23
		209	P11413	G6PD	1110221199	1050915845	1048151418	972349684.3	1032503839	1172141829	1108836879	1151845443	1169220595	1174337543	1056686301	1037381931	1029716468	1131508283	1136460189	1162835601
		10	P11441	UBL4A	14166696.08	14129430.68	11133470.19	12363638.15	12894030.81	14824704.38	13255612.52	14062989.71	13655700.63	13960042.52	11851776.59	11640099.06	13036922.4	15204552.29	13308088.23	13696462.61
		6	P11474	ESRRA	1033136.895	971934.7922	1019478.557	1023798.24	979305.8655	1109439.834	1093331.906	1066091.621	1067718.57	1106905.017	1021883.996	1038593.737	1008933.74	1112905.759	1143321.727	1080000.089
		50	P11498	PC	7618101.082	7295624.266	7587535.865	7631842.671	7723375.049	8167142.674	8009606.854	8112977.181	8129865.196	8096124.248	7438601.597	7363702.954	7559712.823	8312782.305	8386863.819	8421232.701
		99	P11586	MTHFD1	72793182.28	74896761.35	75952809.75	70328202.08	75821307.53	77452045.22	83890261.06	80679566.7	84169837.72	81709472.36	69509170.86	75167203.74	73304579.82	82672260.56	79706829.07	77446676.84
		77	P11717	IGF2R	5546322.208	5971657.531	5960492.041	5733560.938	6011526.714	6901602.725	6851554.893	7087768.24	7285517.39	7129156.694	6081517.801	5669931.991	6362225.163	6969868.469	6845383.797	6835426.843
		27	P11766	ADH5	54539570.38	53015100.1	52296099.09	55755082.97	52546815.53	47298791.93	53923096.16	49389464.82	48983753.76	51476120.75	58775028.6	53979190.28	59868757.77	51669156.64	49978352.19	54245495.25
		1	P11831	SRF	125488.8798	123829.8842	137045.934	121854.4996	131974.5298	58721.45112	67851.82502	76783.0368	63827.91938	55070.80207	113986.228	114620.0575	127064.3685	47577.76892	51797.68499	66423.21808
		11	P11908	PRPS2	13357067.8	13233579.43	13364476.58	13413663.69	14483430.31	19637391.93	19169375.48	19161404.81	18709919.3	18111466.11	13354290.56	14972377.57	13326549.95	18702139.68	20462796.71	18906775.49
		5	P11926	ODC1	848938.195	839633.3816	771977.8886	779343.5979	713770.1286	758137.4991	816390.5742	842957.2838	739094.8523	792087.3437	747907.3313	811763.5299	541011.5992	918678.1562	689743.2942	777509.0811
		109	P11940	PABPC1	126249287.1	138220848.5	126179299	117232716.3	125342462.4	124995420.6	126161808	130168037.5	126907316	127083368.9	127843183.6	127021722.6	127021722.6	127852045.4	120261531.9	123172077.5
		55	P12004	PCNA	262419556.8	280553369.7	275771858.2	271541977.6	261167475.3	351780433.6	358276952.8	366033385.4	344206714.6	344708109.8	262255902	268212270.5	282406881	363127260.9	352366126.1	325323545.2
		30	P12081	HARS	29585767.8	31704845.26	32472159.6	28164997.35	33076425.54	36389023.47	38863163.32	37687950.33	35940322.03	33963928.39	29849429.04	30316502.73	35447977.98	36072598.1	35551325.14	34699222.47
		2	P12109	COL6A1	1158237.755	634385.381	690078.041	928730.1852	726800.5572	1089775.854	816503.7578	745578.1214	1015247.469	1131888.172	824694.3511	657713.6107	801420.5621	1011945.386	1237674.058	749931.865
		5	P12235	SLC25A4	6794801.619	8016827.494	7448920.84	6008194.14	6472537.554	11648977.57	9978558.579	12253580.24	12602442.18	12971122.52	6266810.77	6647129.361	6873912.23	12773937.84	10493553.69	11228796.71
		20	P12236	SLC25A6	77077155.78	66299745.66	68823598.94	65818964.79	73243632.13	79673686.82	76879733.54	82209398.38	78876926.43	76927708.57	65278293.17	72085212.46	67524138.85	77737102.54	79310030.38	84251556.28
		19	P12259	F5	2270533.67	1913125.386	2083676.674	2012838.512	1846804.856	1773662.398	1789468.85	1960377.415	1971551.547	2094246.744	2046461.365	2075028.901	2113496.071	2182877.894	1940369.531	2143445.048
		56	P12268	IMPDH2	75172414.11	76986385.39	78789497.61	75658560.93	76042361.51	67744477.14	67290523.07	65111092.05	68040952.43	67048420.02	77226893.32	77184081.5	75328893.39	67178674.77	67416575.03	69779503.66
		156	P12270	TPR	16910312.68	19056766.35	17220217.15	17752267.79	17101268.42	18204603.71	16943164.28	18001327.93	17748576.7	16997273.39	16187759.67	17043283.84	16519881.47	16220331.85	16893910.77	16788849.11
		2	P12277	CKB	129536.5769	151651.4745	148314.4872	127373.0028	167778.6945	209153.1209	202842.4388	199205.7824	168945.6876	188957.2044	177899.1387	155925.7854	160176.1697	223652.5993	155882.5596	195485.2188
		27	P12429	ANXA3	82289213.6	89401766.36	80590139.8	81715136.22	84714171.69	88140393.4	88975204.02	90693762.72	88067110.76	88079320.3	77200133.15	80601312.74	83218445.29	87604400.22	85179327.27	83195375.43
		12	P12532	CKMT1B	10854575.72	10290430.48	11332792.01	10501557.67	10320431.82	11894571.8	12091584.72	11916853.3	12514523.29	12778365.72	10704395.57	11624779.38	11061931.67	13103056.07	12484199.66	12524068.77
		1	P12644	BMP4	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	#VALUE!	60343.05009	#VALUE!	#VALUE!
		24	P12694	BCKDHA	5105780.195	5810375.616	5430298.223	5386810.935	5058225.765	5736343.554	5876802.564	5927942.405	6330113.777	6288567.561	5421272.143	5827315.533	5373758.289	6204140.811	5994466.788	6297291.412
		80	P12814	ACTN1	72200225.14	73962979.13	71423722.93	71631955.93	69716654.28	75454311.31	74291818.26	76179527.29	73783761.31	71171682.21	69489901.49	68499969.03	72909324.53	73809337.24	74647985.94	70138342.42
		1	P12829	MYL4	1526504.064	1406618.825	1135109.464	1696817.53	1414440.442	201706.7726	246017.2583	209095.1394	240054.0915	184453.8019	1318622.342	1108440.577	1227507.152	147341.0599	156651.6022	164382.8198
		32	P12830	CDH1	29499762.42	27831204.26	27150962.38	28360900.4	26832906.54	32934584.19	32923171.91	32487919.01	33759729.3	31894404.36	27013926.19	29698773.17	28574006.46	34311764.9	31797279.47	34483431.25
		24	P12955	PEPD	28254944.12	27583458.08	27945254.93	26368277.59	25070718.38	29300054.25	30917064.29	30936357.38	28792705.06	31830356.95	25684595.19	26269765.75	26211562.12	30247236.44	29975905.52	29754406.39
		90	P12956	XRCC6	146061428	154346764.5	154764570.6	150126144.1	155538878.4	215961664.4	219447409.7	220346692.4	209866986.8	214767432.9	155474205.1	160444600.7	160300090.6	208590758.4	217087286.9	207092490.6
		96	P13010	XRCC5	100505554.9	98328070.69	103747404.3	90098515.5	101880309	138893129.9	139975588	144000641.7	136715350.7	135151286.1	100498588.6	102375836.6	103927340.7	143512384.5	136138511.5	141037151.4
		5	P13051	UNG	2058411.512	1797051.097	1653968.124	1240422.354	1262104.555	1764955.037	1593425.348	1612089.041	1824158.931	1866753.493	1608294.303	1371002.717	1504028.005	1530105.819	1631197.456	1720027.261
