DMSO.01	DMSO.02	DMSO.03	MK-2206.01	MK-2206.02	MK-2206.03	14H.01	14H.02	14H.03	C: Only identified by site	C: Reverse	C: Potential contaminant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
34183576.19	37643566.88	35181166.91	31348650.43	35605579.56	38108249.4	34860743.42	34720875.73	36960988.36				14	14	14	65	65	65	27.399	0	132.29	10116000000	111	P60900;P60900-2;P60900-3	P60900;P60900-2;P60900-3	Proteasome subunit alpha type-6	PSMA6	3095
159457863.1	173168346.2	158565096.8	156935881.1	169170175	162549063.1	162932594.3	158246680.9	165711674				5	5	5	53.6	53.6	53.6	11.203	0	9.4245	20902000000	47	P60903	P60903	Protein S100-A10	S100A10	3096
18088883.16	18515112.76	19145473.43	16993739.28	19219933.38	19864649.47	19661908.1	19333506.69	19137512.71				10	10	2	48.2	48.2	14.1	21.258	0	25.884	4523800000	34	P60953	P60953	Cell division control protein 42 homolog	CDC42	3097
376137.338	321174.9836	333886.9081	391512.8136	308540.4254	343988.3071	305370.2517	282972.0431	327174.3223				9	1	1	39.3	5.2	5.2	21.31	0.00043309	2.3597	105680000	1	P60953-1	P60953-1	Cell division control protein 42 homolog	CDC42	3098
9554175.85	10129783.47	10346934.03	9742090.807	9304518.091	7950421.953	8161483.603	7806259.545	8581509.431				11	10	10	61.8	57.6	57.6	18.506	0	136.74	6210400000	48	P60981;P60981-2	P60981;P60981-2	Destrin	DSTN	3099
33124606.95	33422122.03	33136089.05	31823738.7	30835737.16	30472404.33	29967595.59	29787423.39	32523969.25				12	12	9	80.3	80.3	54.9	16.713	0	262.87	5607400000	35	P60983	P60983	Glia maturation factor beta	GMFB	3100
4500020.054	4608289.751	4549573.893	4223184.952	4541696.909	4372721.394	4746063.59	4523474.789	4429154.831				11	9	7	46.4	37.7	30.4	23.668	0	138.11	872520000	17	P61006;P61006-2	P61006;P61006-2	Ras-related protein Rab-8A	RAB8A	3101
15498228.67	16581831.17	15954941.69	15076518.7	15342178.33	16708744.53	15898639.73	15300760.23	16727285.4				4	4	4	16.1	16.1	16.1	20.313	0	8.7563	2069100000	13	P61009	P61009	Signal peptidase complex subunit 3	SPCS3	3102
8581509.431	8375825.76	8503940.075	7905909.446	8150177.223	8254217.366	8522823.353	8153567.492	8438177.472				24	24	24	53.2	53.2	53.2	55.704	0	147.26	3167900000	68	P61011;P61011-2	P61011;P61011-2	Signal recognition particle 54 kDa protein	SRP54	3103
26395707.5	27627467.76	26206112.14	24999570.96	25540793.3	25745197.47	25866831.33	25436555.76	26269765.75				15	15	6	61.3	61.3	33	23.545	0	218.02	11400000000	80	P61019;P61019-2	P61019;P61019-2	Ras-related protein Rab-2A	RAB2A	3104
7228174.976	6825011.281	7360130.93	6254659.863	6913572.659	6733849.281	6952979.957	6900167.726	6998430.586				10	7	7	65.6	50.7	50.7	23.707	0	157.11	3200200000	28	P61020;P61020-2	P61020;P61020-2	Ras-related protein Rab-5B	RAB5B	3105
13944568.92	14229681.16	14472391.45	14154917.45	15199283.71	15712397.53	15148798.1	15411457.8	15464962.51				7	7	6	73.4	73.4	73.4	9.6601	0	39.067	3037700000	27	P61024	P61024	Cyclin-dependent kinases regulatory subunit 1	CKS1B	3106
57314625.66	59885359.22	59146931.96	52956337.06	55289416.1	53878262.84	58567622.71	56322186.24	55890509.85				12	11	10	50.5	45	41.5	22.541	0	132.43	22622000000	47	P61026	P61026	Ras-related protein Rab-10	RAB10	3107
9387437.716	10316140.56	9422640.688	8569621.176	8744836.621	11399759.09	11264656.61	10883958.31	11582152				3	3	1	24.5	24.5	4.8	16.687	0	12.829	2435000000	17	P61077;P61077-2;P61077-3;P62837-2	P61077;P61077-2;P61077-3;P62837-2	Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2	UBE2D3;UBE2D2	3109
139336694.2	138941274.9	144190412.6	131637929.6	131866238.5	126450719.1	136185701.7	132397441.3	134031791.6				10	10	10	57.4	57.4	57.4	20.9	0	79.09	39778000000	60	P61081	P61081	NEDD8-conjugating enzyme Ubc12	UBE2M	3110
12810291.78	12904760.22	13463031.82	11742204.89	12023886.83	12465176.72	12646194.69	11738949.71	12678669.31				11	11	11	64	64	64	22.406	0	323.31	29544000000	54	P61086;P61086-2;P61086-3	P61086;P61086-2;P61086-3	Ubiquitin-conjugating enzyme E2 K	UBE2K	3111
36932817.75	37824036.58	38693824.6	35543933.22	37445785.04	36368850.7	36774439.07	36426877.57	37580996.86				9	9	9	57.9	57.9	57.9	17.138	0	189.29	30227000000	43	P61088;Q5JXB2	P61088;Q5JXB2	Ubiquitin-conjugating enzyme E2 N;Putative ubiquitin-conjugating enzyme E2 N-like	UBE2N;UBE2NL	3112
66617597.97	71666720.41	71275355.79	65106579.05	69129588.4	61859850.03	64375125.32	61547631.34	70114038.54				15	15	15	75.3	75.3	75.3	23.897	0	126.25	29008000000	64	P61106	P61106	Ras-related protein Rab-14	RAB14	3113
149202865.2	159159717.2	155000754.8	147987491.7	152316817.5	152718542.7	159435759.1	151275173.7	159513136.6				8	8	8	8.1	8.1	8.1	131.67	0	100.29	13954000000	16	P61129	P61129	Zinc finger CCCH domain-containing protein 6	ZC3H6	3114
95964667.97	100938408.2	99273133.83	91463957	95262164.93	93801002.12	93989743.66	91819675.65	95918116.92				24	24	21	58.1	58.1	56.5	47.371	0	277.37	24654000000	101	P61158	P61158	Actin-related protein 3	ACTR3	3115
33278798.24	37109880	35147043.45	32925454.05	34704033.14	35190922.55	35925377.98	34740134.41	35108085.74				15	15	15	41.1	41.1	41.1	44.76	0	215.31	15907000000	66	P61160;P61160-2	P61160;P61160-2	Actin-related protein 2	ACTR2	3116
34935731.2	34060587.88	35563648.42	32998566.1	34918784.38	35667332.81	35659916.77	35506996.66	36050101.86				18	18	10	47.6	47.6	31.4	42.613	0	250.87	17988000000	67	P61163	P61163	Alpha-centractin	ACTR1A	3117
9937145.097	9658716.109	9652023.517	9173240.287	9263333.346	8900160.979	9360148.579	9150378.562	9224888.225				18	18	18	45.1	45.1	45.1	51.596	0	98.766	7135200000	56	P61201;P61201-2	P61201;P61201-2	COP9 signalosome complex subunit 2	COPS2	3118
53239732.99	56018499.33	56851693.93	51751595.29	54717538.67	53320981.46	53960485.76	49423710.85	57629333.55				38	38	38	61.1	61.1	61.1	67.314	0	293.11	30003000000	122	P61221	P61221	ATP-binding cassette sub-family E member 1	ABCE1	3119
117517469.9	114129776.5	117468605.9	102588942.6	113396431.5	112980613.6	116237472.7	111920572	112130227.2				9	9	2	57	57	15.8	18.778	0	80.39	46109000000	60	P61224-3;P61224;P61224-2;A6NIZ1;P61224-4	P61224-3;P61224;P61224-2;A6NIZ1;P61224-4	Ras-related protein Rap-1b;Ras-related protein Rap-1b-like protein	RAP1B	3120
9600645.646	9109244.661	9463877.704	7631842.671	8458673.47	7962554.99	9010651.558	8600564.954	9040680.882				7	7	5	48.6	48.6	36.6	20.504	0	22.182	2919900000	19	P61225	P61225	Ras-related protein Rap-2b	RAP2B	3121
5844709.948	6511687.343	6341532.084	6572450.77	6421148.797	5808362.242	6481965.898	6466707.833	6324850.725				12	12	12	79.5	79.5	79.5	17.202	0	280.7	2168900000	18	P61244-2;P61244;P61244-3;P61244-4;P61244-6;P61244-5	P61244-2;P61244;P61244-3;P61244-4	Protein max	MAX	3122
511018400.8	501926195	509321013.5	467535282.2	495805831.8	503668756.6	505627608.7	473996117.1	519734648.6				24	24	24	70.5	70.5	70.5	29.945	0	98.384	88713000000	222	P61247	P61247	40S ribosomal protein S3a	RPS3A	3123
28313759.75	29208805.01	30578196.85	31490209.07	29814276.67	30936357.38	33341137.74	30552773.2	29911563.76				10	9	2	44.1	39.3	12.4	17.258	0	15.151	8181400000	52	P61254	P61254	60S ribosomal protein L26	RPL26	3124
39432996.26	48706129.29	41485389.62	41195973.52	39370180.74	40205791.62	37656615.41	36720948.8	40272731.76				14	14	14	46.1	46.1	46.1	29.506	0	113.42	11845000000	62	P61289;P61289-3;P61289-2	P61289;P61289-3;P61289-2	Proteasome activator complex subunit 3	PSME3	3125
11562099.04	10974866.08	11587773.06	10936137.87	11840281.13	11869040.7	12039732.48	11606261.47	12285046.65				13	13	13	45.6	45.6	45.6	24.146	0	21.239	6971000000	41	P61313;P61313-2	P61313	60S ribosomal protein L15	RPL15	3126
58652936.35	58657002	60696079.64	53398652.48	60851943.29	65020891.45	62087521.27	57437913.23	64326060.45				8	8	8	50.7	50.7	50.7	15.798	0	237.96	32500000000	114	P61353	P61353	60S ribosomal protein L27	RPL27	3127
1120180.664	1138576.66	1101700.006	1111286.982	1115995.671	1135739.077	1175139.013	1125707.047	1127034.306				6	6	6	21.4	21.4	21.4	40.329	0	30.108	997450000	19	P61421	P61421	V-type proton ATPase subunit d 1	ATP6V0D1	3129
8281725.762	8849717.674	9179600.897	7808424.199	8657385.673	9662733.892	10225017.67	9594658.319	9650685.555				5	5	4	47.1	47.1	40.4	11.999	0	60.294	1896400000	16	P61457	P61457	Pterin-4-alpha-carbinolamine dehydratase	PCBD1	3130
4889311.865	4784046.561	5005212.88	4084986.84	4920249.35	4571068.475	5051568.57	4544846.065	4660004.767				6	6	6	58.7	58.7	58.7	10.275	0	23.357	481210000	35	P61513;A6NKH3	P61513	60S ribosomal protein L37a	RPL37A	3131
164236551.6	172139148.9	165424766.2	148418943.3	175817081.3	173853877.1	164692543.8	164955312.4	178456845.2				13	13	6	52.8	52.8	25.4	21.768	0	323.31	37785000000	76	P61586	P61586	Transforming protein RhoA	RHOA	3133
1414832.663	1626004.704	1468793.349	1307971.795	1301189.811	1322741.76	1378817.42	1340277.216	1412480.97				3	3	3	14.3	14.3	14.3	27.368	0	34.642	152120000	5	P61587	P61587	Rho-related GTP-binding protein RhoE	RND3	3134
2133513.783	2051147.769	2073159.953	2038109.311	2076467.7	1944543.395	2106329.925	2033452.697	2207527.531				7	7	7	52.8	52.8	52.8	20.368	0	303.03	1312100000	26	P61599;P61599-2	P61599	N-alpha-acetyltransferase 20	NAA20	3135
653630471.1	667873670.8	719689814.7	617002032.1	721537932.1	685508826	687269168.8	720638255.9	727715853.7				11	11	11	80.4	80.4	80.4	10.932	0	37.717	1.1748E+11	141	P61604	P61604	"10 kDa heat shock protein, mitochondrial"	HSPE1	3136
4113115.061	4120248.726	4121676.942	3804037.401	3845394.016	3852597.399	4072264.954	3909899.244	3925105.497				9	9	9	18.3	18.3	18.3	52.264	0	17.123	1915000000	17	P61619;P61619-3;Q9H9S3-2;Q9H9S3-3;Q9H9S3	P61619;P61619-3	Protein transport protein Sec61 subunit alpha isoform 1	SEC61A1	3137
59381080.13	62341952.33	63554898.96	58555445.18	58811705.81	56946348.46	60911023.05	56729664.65	59048619.69				16	16	16	68	68	68	22.658	0	57.285	6691100000	58	P61758	P61758	Prefoldin subunit 3	VBP1	3138
16956087.73	16736563.55	18002575.73	18052558.73	17352016.57	17754728.95	20725448.7	18827002.67	18833528.74				22	22	22	39.9	39.9	39.9	67.568	0	256.29	3785900000	51	P61764;P61764-2	P61764;P61764-2	Syntaxin-binding protein 1	STXBP1	3139
17107196.3	17124992.26	16403496.15	15349624.21	15621178.91	16466150.71	17625978.32	17183254.83	16566896.16				3	3	3	28.3	28.3	28.3	12.497	0	8.2973	2713300000	10	P61803	P61803	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	DAD1	3140
11094182.29	11193050.97	11801770.72	10603226.5	11455999.51	10767649.36	11530885.73	11221016.2	11669181.21				5	5	5	35.1	35.1	35.1	16.57	0	28.721	1616000000	14	P61916;P61916-2	P61916;P61916-2	Epididymal secretory protein E1	NPC2	3141
17446085.14	17426747.54	18360474.4	16353544.2	17638199.95	20317224.56	19855013.42	18936941.44	18887127.94				5	5	5	35.6	35.6	35.6	20.198	0	40.047	2974000000	22	P61923;P61923-4;P61923-5;P61923-3;P61923-2	P61923;P61923-4;P61923-5	Coatomer subunit zeta-1	COPZ1	3142
17369.87799	10188.11833	5461.569935	11644.00707	11424.15628	12265.34335	8402.482981	9764.9707	6288.063189				2	2	2	51.3	51.3	51.3	7.9884	0	35.988	56392000	5	P61925	P61925	cAMP-dependent protein kinase inhibitor alpha	PKIA	3143
32406952	30801558.19	37097020.92	36290786.81	40936941.97	38150536.25	35156789.63	39468545.01	39567155.03				4	4	3	30.9	30.9	27.8	11.078	0	3.5013	3128100000	8	P61927	P61927	60S ribosomal protein L37	RPL37	3144
184750112.2	189615281.8	191743176.9	179039168.5	182927914	193465355.5	180396986.8	169875199	187862256.2				4	4	2	46.5	46.5	19.7	8.1111	0	9.3624	48710000000	43	P61956-2;P61956	P61956-2;P61956	Small ubiquitin-related modifier 2	SUMO2	3145
3730144.271	3791139.204	3836608.169	3509417.115	3495578.977	3609581.13	3641496.43	3517453.693	3739204.643				4	4	4	40	40	40	9.1175	0	10.34	559360000	10	P61960;P61960-2	P61960	Ubiquitin-fold modifier 1	UFM1	3146
19364353.49	19465283.22	19416771.47	17281199.22	18680114.99	17460602.43	18728084.33	18477932.42	17808960.82				14	14	14	42.7	42.7	42.7	38.926	0	294.36	8237900000	37	P61962;P61962-2	P61962	DDB1- and CUL4-associated factor 7	DCAF7	3147
17503013.54	16819132.96	17455761.99	16299224.63	17209477.97	17484824.75	17619870.68	17577176.42	17467865.6				11	11	10	39.8	39.8	35.9	36.588	0	138.37	7394700000	34	P61964	P61964	WD repeat-containing protein 5	WDR5	3148
267151.7607	281719.5192	269644.6717	245523.2292	269756.837	294763.8343	312695.7315	302484.1453	291775.6574				2	1	1	14.6	10.1	10.1	18.733	0	21.8	88236000	6	P61966;Q96PC3-3;P61966-2;Q96PC3;Q96PC3-2	P61966;Q96PC3-3;P61966-2;Q96PC3;Q96PC3-2	AP-1 complex subunit sigma-1A;AP-1 complex subunit sigma-3	AP1S1;AP1S3	3149
971328.6568	1155591.447	1123212.916	840623.347	1183394.775	1280432.704	1077383.168	1088492.473	1045310.417				2	2	2	16.4	16.4	16.4	17.994	0	5.7931	80508000	4	P61968	P61968	LIM domain transcription factor LMO4	LMO4	3150
3519404.725	3193927.203	3189060.419	3377911.266	3159796.025	3185967.236	3124513.191	3149955.463	3162425.363				5	5	5	69.3	69.3	69.3	14.478	0	187.14	2661800000	34	P61970	P61970	Nuclear transport factor 2	NUTF2	3151
1668726067	1771715733	1719330799	1604748426	1656510268	1603191924	1693663359	1597202401	1677191177				33	33	33	67	67	67	48.562	0	323.31	3.1953E+11	344	P61978-3;P61978-2;P61978	P61978-3;P61978-2;P61978	Heterogeneous nuclear ribonucleoprotein K	HNRNPK	3152
530030448.8	599464882.5	530397965.3	547885810.7	550779644.1	507910831.6	543761964.8	517254840.5	552768437.2				19	16	14	76.5	72.5	66	28.302	0	323.31	1.6406E+11	222	P61981	P61981	"14-3-3 protein gamma;14-3-3 protein gamma, N-terminally processed"	YWHAG	3153
1359646.333	1447568.311	1353440.468	1215400.197	1205416.26	1319994.054	1369672.933	1300468.478	1326874.048				4	4	4	12.4	12.4	12.4	41.111	0	31.155	333080000	11	P62068-4;P62068-3;P62068;P62068-2	P62068-4;P62068-3;P62068;P62068-2	Ubiquitin carboxyl-terminal hydrolase 46	USP46	3154
14239547.84	13557614.32	13793641.11	12464312.73	12570162.81	13515391.81	13959074.92	13603739.98	12899394.4				15	15	12	60.8	60.8	52.9	23.399	0	323.31	3256100000	24	P62070;P62070-4;P62070-3;P62070-2	P62070;P62070-4;P62070-3;P62070-2	Ras-related protein R-Ras2	RRAS2	3155
30318604.18	29144089.6	30123790.89	26498364.82	29023134.44	28131828.66	29793618.15	27709935.18	29467064.28				5	5	5	53.3	53.3	53.3	10.333	0	251.66	9842000000	24	P62072	P62072	Mitochondrial import inner membrane translocase subunit Tim10	TIMM10	3156
299649349.3	298985442.3	311034635.3	277343755.1	284706462.5	284036284.7	309786707.4	279795981.2	290829827.8				11	11	11	49.5	49.5	49.5	22.127	0	41.884	61289000000	71	P62081	P62081	40S ribosomal protein S7	RPS7	3157
10977148.48	11648170.16	11648170.16	11214795.67	10896790.99	11264656.61	10760934.25	10743792.42	11383177.56				14	5	3	44.5	20.3	9.1	37.512	0	40.017	6438700000	20	P62136;P62136-2;P62136-3	P62136;P62136-2;P62136-3	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit	PPP1CA	3158
59823127.52	59393429.36	62156416.73	55381469.53	61037815.74	58811705.81	60055789.68	58348814.15	60881476				16	16	7	52.9	52.9	33.9	37.186	0	118.66	53431000000	76	P62140	P62140	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	PPP1CB	3159
831879889.6	937471765.8	950229002.6	954387561.7	944908898.1	976198977.7	997886160.2	921430428.4	974036098.7				16	16	13	85.9	85.9	81.2	16.837	0	283.9	2.5519E+11	214	P62158;P02585	P62158	Calmodulin	CALM1	3160
5691588.782	5325553.331	5574071.2	4775432.599	5410385.643	5372268.574	5321863.217	5049468.118	5101535.092				4	4	4	32	32	32	19.728	0	50.547	930570000	9	P62166-2;P62166	P62166-2;P62166	Neuronal calcium sensor 1	NCS1	3161
102311991.1	104671976.1	103632408.5	90612076.17	95771960.57	93632107.81	99638502.28	91134880.9	100123126.1				27	27	27	70	70	70	49.184	0	269.05	31802000000	108	P62191;P62191-2	P62191;P62191-2	26S protease regulatory subunit 4	PSMC1	3162
54991297.84	55186038.87	54535790.11	51053268.8	51683484.36	53398652.48	52963678.88	51070965.58	53684415.46				27	27	26	66.7	66.7	63.8	45.626	0	323.31	19601000000	116	P62195;P62195-2	P62195;P62195-2	26S protease regulatory subunit 8	PSMC5	3163
433753452.5	450546259.4	467340880.1	434716616.2	448551998.9	453302852.9	462603198.5	426715714.4	450671194.6				19	19	19	65.9	65.9	65.9	24.205	0	323.31	68355000000	164	P62241	P62241	40S ribosomal protein S8	RPS8	3164
68296106.58	98375791.34	97385253.91	94591027.08	64791445.1	92343046.92	96632155.02	90254779.68	102517858				10	10	10	72.3	72.3	72.3	14.839	0	93.151	42973000000	89	P62244	P62244	40S ribosomal protein S15a	RPS15A	3165
335770443.4	333451107.5	344278297.8	309400438.4	369244195.2	327881667.7	307263253.4	328723646.8	354989226.4				14	14	14	70.5	70.5	70.5	16.445	0	27.275	91063000000	133	P62249	P62249	40S ribosomal protein S16	RPS16	3166
5318175.661	5737536.517	5570208.887	5649140.689	5451795.439	5674256.747	6160858.627	5615565.96	5424279.168				6	6	6	39.4	39.4	39.4	19.509	0	11.297	2399400000	17	P62253	P62253	"Ubiquitin-conjugating enzyme E2 G1;Ubiquitin-conjugating enzyme E2 G1, N-terminally processed"	UBE2G1	3167
8543524.952	9273612.41	8552412.452	7491898.898	7952626.584	9167519.506	9054477.749	8711562.064	8990687.442				4	4	4	25	25	25	17.174	0	8.0999	620560000	12	P62256-2;P62256	P62256-2;P62256	Ubiquitin-conjugating enzyme E2 H	UBE2H	3168
2628149139	2858279792	2660776157	2476061496	2623053341	2515677779	2660407321	2582462046	2613072487				23	23	20	75.7	75.7	68.6	29.174	0	323.31	4.5373E+11	549	P62258;P62258-2	P62258;P62258-2	14-3-3 protein epsilon	YWHAE	3169
218824646.7	235426258.4	225976890.1	208388438.9	230677172	244066661.2	235377307.9	219569130.9	229958773.5				5	5	5	38.4	38.4	38.4	16.273	0	318.51	1.3163E+11	80	P62263	P62263	40S ribosomal protein S14	RPS14	3170
64558333.42	65942260.15	64625490.97	62303073.52	63330625.82	59785819.55	61868426.22	60936360.5	62532376.02				5	5	5	48.3	48.3	48.3	15.807	0	93.057	38423000000	32	P62266	P62266	40S ribosomal protein S23	RPS23	3171
66742389.37	67772657.14	70450177.22	60322797.5	66235439.19	68904745.04	71666720.41	64549384.36	66084106.34				15	15	15	59.2	59.2	59.2	17.718	0	323.31	1.0171E+11	123	P62269	P62269	40S ribosomal protein S18	RPS18	3172
2001152.94	2450933.653	2627756.201	3581419.291	2718350.394	2759546.949	3232905.71	2718538.822	2669244.444				3	3	3	48.2	48.2	48.2	6.6767	0	4.2773	1111600000	13	P62273;P62273-2	P62273;P62273-2	40S ribosomal protein S29	RPS29	3173
280261824.1	290366545	299317211.7	264721476	288780883.1	271654932.2	291233283.1	280378406	286349134.1				12	12	12	58.9	58.9	58.9	17.222	0	33.639	56632000000	82	P62277	P62277	40S ribosomal protein S13	RPS13	3174
215139919.1	220026187.1	223283282.8	195975762.8	210245546.5	211385327.5	216036524	198890620.4	217267930.1				14	14	14	57.6	57.6	57.6	18.431	0	55.37	38319000000	81	P62280	P62280	40S ribosomal protein S11	RPS11	3175
8022386.262	7777095.371	7269375.504	6978086.256	7752875.141	8579130.462	7615989.189	8072029.409	8258223.309				5	5	4	73.9	73.9	65.2	10.803	0	49.012	2828300000	6	P62304	P62304	Small nuclear ribonucleoprotein E	SNRPE	3176
14539758.79	13989101.82	14340579.61	13584894.26	16230453.78	14016278.4	14151974.33	13372816.38	14747836.59				4	4	4	40.7	40.7	40.7	9.7251	0	33.064	2774300000	59	P62306	P62306	Small nuclear ribonucleoprotein F	SNRPF	3177
7622326.626	8461605.531	8437592.602	7774939.401	7213160.026	4844780.926	5587223.107	5847546.507	6115334.57				6	6	6	51	51	51	11.845	0	173.27	3723000000	24	P62310	P62310	U6 snRNA-associated Sm-like protein LSm3	LSM3	3178
33717634.73	32684425.43	34822103.05	30173945.13	32225513.24	34140953.14	31450944.34	33177457.59	32105118.77				6	6	6	55	55	55	9.1275	0	6.5722	5092100000	23	P62312	P62312	U6 snRNA-associated Sm-like protein LSm6	LSM6	3179
38132029.98	34684794.47	35074033.17	35962749.77	33841730.34	35803567.24	33883979.83	34672775.72	35990180.45				5	5	5	42	42	42	13.281	0	144.46	31384000000	45	P62314	P62314	Small nuclear ribonucleoprotein Sm D1	SNRPD1	3180
41359058.25	44481435.14	39198632.8	39106362.14	38405244.54	42280819.38	37456168.66	38461188.27	41594804.49				15	15	15	81.4	81.4	81.4	13.527	0	260.29	11176000000	84	P62316;P62316-2	P62316;P62316-2	Small nuclear ribonucleoprotein Sm D2	SNRPD2	3181
103438642.1	104577699.6	106390935.7	93346979.17	94022323.67	73768420	79370524.31	75182835.94	83983349.94				7	7	7	60	60	60	13.291	0	323.31	46082000000	119	P62318-2;P62318	P62318-2;P62318	Small nuclear ribonucleoprotein Sm D3	SNRPD3	3182
23559408.79	23315725.73	22961284.25	21216744.94	22094745.84	23172333.53	22878672.36	21598084.02	24208326.25				7	7	7	37.7	37.7	37.7	20.082	0	18.766	8823300000	27	P62330	P62330	ADP-ribosylation factor 6	ARF6	3184
103733022.8	109647676.5	107801349.7	102788241.8	99528060.9	101050414.6	101443416.6	97203168.1	105912674.1				30	30	30	69.9	69.9	69.9	44.172	0	323.31	45423000000	119	P62333	P62333	26S protease regulatory subunit 10B	PSMC6	3185
136335.3351	114128.5333	157162.7727	79838.66628	119123.622	122693.56	107889.8784	104852.3739	122353.8523				1	1	1	6.7	6.7	6.7	22.324	0.001684	1.7656	28083000	2	P62341	P62341	Selenoprotein T	SELT	3186
1091665.929	1076114.381	1039674.146	883517.999	1066387.246	1103534.268	995940.4799	975309.1053	1115299.694				4	4	4	30.6	30.6	30.6	20.886	0	42.79	797580000	7	P62380	P62380	TATA box-binding protein-like protein 1	TBPL1	3187
